fold1_RMSE,fold2_RMSE,fold3_RMSE,fold4_RMSE,fold5_RMSE,RMSE_mean
0.4896306346549633,0.5019067930194395,0.49795109706975,0.49944625759436007,0.5059919829230104,0.4989853530523047
