fold1_RMSE,fold2_RMSE,fold3_RMSE,fold4_RMSE,fold5_RMSE,RMSE_mean
0.4641679990605046,0.47268303742860135,0.47103649921380125,0.4751911422869885,0.47777733836209535,0.4721712032703982
