fold1_RMSE,fold2_RMSE,fold3_RMSE,fold4_RMSE,fold5_RMSE,RMSE_mean
0.46761631366113543,0.47497778310072264,0.4739610597829284,0.47690447265089714,0.48007621943121864,0.4747071697253804
